ರ	1895533	1
ದ	1855011	1
ಯ	1391437	1
ಗ	1344013	1
ವ	1252566	1
ತ್	1225030	2
ಲ್	1173352	2
ನ್	1139609	2
ನ	1081034	1
ತ	960023	1
ರ್	908751	2
ಕ	868080	1
ಲಿ	838422	2
ಮ	837911	1
ಸ್	781746	2
ಅ	728426	1
ಕ್	713542	2
ಳ	681637	1
ರಿ	668462	2
ನು	662953	2
ರು	662425	2
ಸ	635527	1
ವಾ	567456	2
ಲ	566918	1
ಗಿ	559160	2
ಪ್	533875	2
ಪ	533850	1
ದು	530645	2
ದ್	516973	2
ವಿ	494508	2
ತು	488915	2
ತಿ	476384	2
ಬ	446857	1
ಯಾ	435259	2
ಸಿ	419250	2
ಟ್	404844	2
ಆ	404115	1
ಮಾ	401334	2
ಗೆ	388626	2
ರಾ	388391	2
ಕಾ	387990	2
ಳು	372720	2
ಇ	363419	1
ದೆ	360608	2
ನಿ	360381	2
ಡಿ	341523	2
ರೆ	324670	2
ಕೆ	321744	2
ವು	318774	2
ಣ	307521	1
ದಿ	306684	2
ಡ	302359	1
ಹ	300631	1
ಟ	284950	1
ಳಿ	256436	2
ಶ	253941	1
ಸು	250871	2
ಸಂ	238124	2
ಗ್	230706	2
ನೆ	228771	2
ಜ	227874	1
ದಾ	222852	2
ಲಾ	220985	2
ಹಾ	213309	2
ನಾ	200486	2
ಡು	200052	2
ಗು	197432	2
ಯು	197412	2
ಷ	196714	1
ತೆ	195873	2
ಷ್	195204	2
ಎ	192508	1
ಉ	186146	1
ಸಾ	185899	2
ಟಿ	176418	2
ದೇ	172291	2
ಡ್	167311	2
ತಾ	166910	2
ಮ್	163589	2
ಚಿ	161208	2
ವೆ	156252	2
ಧ	151810	1
ಭಾ	150374	2
ಲು	149591	2
ಲೆ	149555	2
ಬ್	148878	2
ಈ	148296	1
ಡೆ	137270	2
ಯಿ	136763	2
ಶ್	136739	2
ಮಿ	136726	2
ಚ	136630	1
ಎಂ	134909	2
ಥ	133544	1
ಪಾ	129779	2
೧	123652	1
ಗಾ	123461	2
ಹಿ	122521	2
ವ್	120079	2
ರೀ	117846	2
.	117374	1
ಚ್	115069	2
ಮು	113143	2
ಹೆ	111907	2
ಜ್	109588	2
ಕಿ	109440	2
೦	107486	1
ಕೊ	106029	2
ಕು	104091	2
ಧಿ	102958	2
ಒ	101741	1
ಪು	101060	2
ಒಂ	99319	2
ಬಿ	98444	2
ಣಿ	94776	2
ಹು	88648	2
ಟು	86739	2
ಮೂ	85525	2
ಳೆ	85109	2
ಮೆ	84101	2
ಳ್	83883	2
ರಂ	83535	2
ಪಿ	83508	2
ಣೆ	82004	2
ಗೂ	81947	2
ಭ	81845	1
ಅಂ	81643	2
ಮೇ	81432	2
ಜಿ	81272	2
-	80705	1
ನೀ	80241	2
ನೇ	78941	2
ಬಾ	78484	2
ಶಿ	78080	2
ರೂ	77734	2
ಖ	76601	1
ಬೆ	76448	2
ಬೇ	75586	2
೯	75493	1
ಯೋ	74414	2
ರೋ	73587	2
ಬಂ	73473	2
ಫ್	69856	2
ವೇ	69056	2
ಧ್	67988	2
೨	67394	1
ಲೇ	66274	2
ನಂ	65018	2
0	63874	1
ಧಾ	63625	2
ಮೊ	62806	2
ಹೊ	62580	2
ಜಾ	61931	2
ಯೂ	61732	2
ಷಿ	61613	2
ಕೊಂ	59754	3
ರೇ	58847	2
ಶಾ	58815	2
ಣ್	58668	2
ಸೇ	57813	2
1	57316	1
ಕೃ	56315	2
ಟೆ	56222	2
ರಿಂ	55500	3
ಕೋ	54626	2
ಯಂ	53775	2
ತಂ	51994	2
ಯೆ	50854	2
ಕಂ	50756	2
ಖ್	50672	2
ದಿಂ	50602	3
